id,company_name,slug,former_names,small_logo_thumb_url,website,all_locations,long_description,description,team_size,industry,subindustry,launched_at,tags,tags_highlighted,top_company,isHiring,nonprofit,batch,status,industries,regions,stage,app_video_public,demo_day_video_public,app_answers,question_answers,url,api,yc_page
30609,Halluminate,halluminate,[],https://bookface-images.s3.amazonaws.com/small_logos/b8aa250417be3c8c72069f938a492da564c11b69.png,https://halluminate.ai/,"San Francisco, CA, USA","We help foundation model labs and enterprises train computer use AI agents with data and sandboxes.

A knowledge worker spends 90% of their day on a computer. A productive AI agent must similarly learn how to use our computers, browsers, and software to deliver real world value. 

Today, browser and computer use AI is inaccurate, slow, and expensive. Model labs and enterprises who want to improve these agents are bottlenecked by two resources: 

1) High quality datasets for benchmarking and evaluations
2) Realistic sandbox environments for safe and accurate testing/training (ex. a simulated version of Salesforce) 

Halluminate offers a suite of products and services to address both these issues. 

Our evaluation service combines proprietary datasets with high quality annotations to help our customers identify and prioritize the biggest failure modes of their computer- and browser- use AI. 

Our platform provides a catalog of fully managed sandboxes, empowering our customers to safely and accurately test/train at scale, resulting in improved performance. 

Our customers see
- Improved browser- and computer-use agent performance
- New and emergent frontier agent capabilities
- Data driven prioritization leading to exponentially faster development speed
- Increased revenue/sales via marketing from public benchmarks

Our paying customers already include leading computer use model labs and the two largest browser agent companies in the space. 

Wyatt and Jerry are friends that met their first week of school studying CS at Cornell University. They’ve been working and studying together for 7+ years. 
",Data and environments to train computer use AI,2.0,B2B,B2B,1750270235,"['Developer Tools', 'Machine Learning', 'Infrastructure']",[],False,False,False,Summer 2025,Active,['B2B'],"['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/halluminate,https://yc-oss.github.io/api/batches/summer-2025/halluminate.json,https://www.ycombinator.com/companies/halluminate
30610,TraceRoot.AI,traceroot-ai,['TraceRoot.ai'],https://bookface-images.s3.amazonaws.com/small_logos/b6a2f94d5815730c16fd2b1391d7e23922d6b8bf.png,https://traceroot.ai,"San Francisco, CA, USA","TraceRoot.AI is your agentic system for debugging production issues. It has access to logs, traces, source code, commit histories, PRs, issues, Notion, Slack, and more, helping you quickly investigate and resolve issues in complex systems. It visualizes a unified, structured view of your observability data and helps teams debug production issues in complex systems in no time.",AI agents automatically fix your production bugs,2.0,B2B,"B2B -> Engineering, Product and Design",1753318246,"['Developer Tools', 'Generative AI', 'SaaS', 'Open Source']",[],False,False,False,Summer 2025,Active,"['B2B', 'Engineering, Product and Design']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/traceroot-ai,https://yc-oss.github.io/api/batches/summer-2025/traceroot-ai.json,https://www.ycombinator.com/companies/traceroot-ai
30611,AgentMail,agentmail,[],https://bookface-images.s3.amazonaws.com/small_logos/229d0f8aee3512a3e3602b0a708550a51a4f5e11.png,https://agentmail.to,"San Francisco, CA, USA","AgentMail is an email API that gives your agent its own inbox. Think of it like Gmail, but for AI Agents instead of humans.",Email Infrastructure for AI Agents,3.0,B2B,B2B -> Infrastructure,1750990316,"['Developer Tools', 'API', 'Email', 'AI']",[],False,False,False,Summer 2025,Active,"['B2B', 'Infrastructure']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/agentmail,https://yc-oss.github.io/api/batches/summer-2025/agentmail.json,https://www.ycombinator.com/companies/agentmail
30612,truthsystems,truthsystems,[],https://bookface-images.s3.amazonaws.com/small_logos/a8136f761e13642b6fed7c2f34b631be3b028652.png,https://www.truthsystems.ai,"San Francisco, CA, USA","Truth Systems provides a compliance agent to govern the use of generative AI. It translates a firm's operational policies into intelligent, real-time guardrails that monitor every AI interaction. This empowers companies to proactively block non-compliant actions and align access to AI tools with user competency. By eliminating the risks and operational blind spots associated with uncontrolled AI adoption, our platform enables enterprises to fully leverage the technology's potential without compromising security. 

We are establishing the new standard for AI governance, building a future where every professional can innovate safely and confidently.",Building the unified governance layer for regulated industries,3.0,B2B,Unspecified,1753229882,"['Artificial Intelligence', 'B2B', 'LegalTech']",[],False,False,False,Summer 2025,Active,"['B2B', 'Legal']","['United States of America', 'America / Canada', 'Remote', 'Partly Remote']",Early,False,False,,False,https://www.ycombinator.com/companies/truthsystems,https://yc-oss.github.io/api/batches/summer-2025/truthsystems.json,https://www.ycombinator.com/companies/truthsystems
30615,Lanesurf,lanesurf,[],https://bookface-images.s3.amazonaws.com/small_logos/4d37647098f0e48b82775e4aeffec72627577735.png,https://www.lanesurf.com/,"San Francisco, CA, USA","We help freight brokers book shipments with vetted carriers at the best price, by negotiating rates across multiple calls in parallel.
",Voice AI for booking freight,4.0,B2B,B2B,1753218115,"['Artificial Intelligence', 'B2B', 'Logistics', 'Supply Chain']",[],False,False,False,Summer 2025,Active,['B2B'],"['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/lanesurf,https://yc-oss.github.io/api/batches/summer-2025/lanesurf.json,https://www.ycombinator.com/companies/lanesurf
30616,Async,async,[],https://bookface-images.s3.amazonaws.com/small_logos/a6a6a6deeb99cb0fdc200c141518d2d94972bd2b.png,https://www.async.build/,,"Async is a platform to manage a team of coding agents from anywhere.
It lets you issue tasks, then handles coding and testing in the background. Review results on mobile or desktop, preview changes in-app, run tasks in parallel, and move faster than ever before.

Our mission is to do the work that you don't want to: bug fixes, UI tweaks, papercuts, and KTLO.
Do what's important - delegate the rest to Async.",A team of coding agents in your pocket,2.0,B2B,B2B -> Productivity,1752630869,"['Artificial Intelligence', 'Developer Tools', 'B2B']",[],False,False,False,Summer 2025,Active,"['B2B', 'Productivity']",['Unspecified'],Early,False,False,,False,https://www.ycombinator.com/companies/async,https://yc-oss.github.io/api/batches/summer-2025/async.json,https://www.ycombinator.com/companies/async
30618,Golpo,golpo,[],https://bookface-images.s3.amazonaws.com/small_logos/918421e6cceeb8c0fe7223230f5345ddad2d5145.png,https://video.golpoai.com/,"San Francisco, CA, USA","The world's best AI video generator that turns your documents and/or prompts into whiteboard explainer videos. In addition, we have a similar product that generates podcast-style audio explainers from your documents/prompts. API access available for both video and conversational audio. Product of Red Tree Inc. ",Most Powerful AI Video Gen Model for Explainer Videos From Documents,2.0,B2B,B2B -> Productivity,1753141974,"['Developer Tools', 'Education', 'B2B', 'Video', 'Marketing']",[],False,False,False,Summer 2025,Active,"['B2B', 'Productivity']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/golpo,https://yc-oss.github.io/api/batches/summer-2025/golpo.json,https://www.ycombinator.com/companies/golpo
30619,Shor,shor,"['Kesher Link', 'ShorPay']",https://bookface-images.s3.amazonaws.com/small_logos/a4831b44f5c4fb81b23bc71603346f936a8519a8.png,https://www.tryshor.com,"San Francisco, CA, USA","Shor is using AI Agents and Stablecoins to create the fastest, most affordable global Employer of Record (EOR), payroll, and cross-border payments platform, designed specifically for high-growth remote companies ","Affordable, Simple, Fast Payroll for Global Remote Teams",2.0,B2B,Fintech -> Payments,1753916245,"['Fintech', 'B2B', 'HR Tech', 'Payroll', 'AI']",[],False,False,False,Summer 2025,Active,"['B2B', 'Human Resources']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/shor,https://yc-oss.github.io/api/batches/summer-2025/shor.json,https://www.ycombinator.com/companies/shor
30621,Pond,pond,[],https://bookface-images.s3.amazonaws.com/small_logos/b509b40e2c3c32e42ebe7d8742a534de91515647.png,https://trypond.ai,"San Francisco, CA, USA","We’re building an AI-native messaging app. Pond is a desktop app you can use with your existing messaging services like iMessage (and soon WhatsApp + more). You can see important messages you haven’t replied to, snooze conversations, answer customers in your voice, and more.",Superhuman for text messages,2.0,B2B,B2B,1752567931,"['Artificial Intelligence', 'Productivity', 'Messaging']",[],False,False,False,Summer 2025,Active,"['B2B', 'Productivity']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/pond,https://yc-oss.github.io/api/batches/summer-2025/pond.json,https://www.ycombinator.com/companies/pond
30622,Symbia,symbia,[],https://bookface-images.s3.amazonaws.com/small_logos/163bc24ed8ca28aa30e4fe248825489bc41c5d4d.png,https://symbiauto.com,"San Francisco, CA, USA",We help biotechs and CROs generate high-quality IND reports in minutes with AI.,We automate clinical trial applications,2.0,B2B,B2B,1753401226,"['Artificial Intelligence', 'SaaS', 'Health Tech', 'B2B', 'Biotech']",[],False,False,False,Summer 2025,Active,['B2B'],"['United States of America', 'America / Canada', 'Remote', 'Partly Remote']",Early,False,False,,False,https://www.ycombinator.com/companies/symbia,https://yc-oss.github.io/api/batches/summer-2025/symbia.json,https://www.ycombinator.com/companies/symbia
30624,Verne Robotics,verne-robotics,[],https://bookface-images.s3.amazonaws.com/small_logos/08842805c015165cf0d7e591168f2b15a9e9c85a.png,https://vernerobotics.com/,"San Francisco, CA, USA",We build AI software for robotic arms to learn new skills in hours. Our first customer is a unicorn biotech company that uses our robots to package chemical vials and icepacks.,AI software for autonomous robot arms,2.0,Industrials,Industrials,1753480338,"['Robotics', 'AI']",[],False,False,False,Summer 2025,Active,"['Industrials', 'Manufacturing and Robotics']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/verne-robotics,https://yc-oss.github.io/api/batches/summer-2025/verne-robotics.json,https://www.ycombinator.com/companies/verne-robotics
30626,ContextFort,contextfort,[],https://bookface-images.s3.amazonaws.com/small_logos/55ebca1865c9d530bfb4cbbb0758af64ea680a1e.png,https://contextfort.ai/,"San Francisco, CA, USA","ContextFort is bringing the power of AI to the three trillion dollar construction industry, starting with an AI co-pilot that reviews every revision of your architectural and structural drawings in minutes—not weeks.

Our Software:
• Detects missing or conflicting dimensions across sheets
• Highlights overlay mismatches between versions
• Checks if an issue is already resolved in the latest set
• Auto-drafts spec-compliant RFIs so you hit “send,” not “type”

Contractors save 2-3 weeks per project, cut costly rework, and keep schedules on track.",Automating drawing reviews for construction contractors,2.0,Real Estate and Construction,B2B -> Security,1753951898,"['Construction', 'AI']",[],False,False,False,Summer 2025,Active,"['Real Estate and Construction', 'Construction']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/contextfort,https://yc-oss.github.io/api/batches/summer-2025/contextfort.json,https://www.ycombinator.com/companies/contextfort
30627,Sentinel,sentinel,[],https://bookface-images.s3.amazonaws.com/small_logos/a052e8aa25b2ceda1151defe0701a1c831075c57.png,https://yoursentinel.ai,"San Francisco, CA, USA","Sentinel is your 24/7 on-call engineer which investigates, diagnoses and suggests resolutions for production issues. Sentinel helps teams reduce alert fatigue and downtime, saving engineers from firefighting so they can focus on building.",AI on-call engineer,2.0,B2B,Unspecified,1752879716,"['AIOps', 'Artificial Intelligence', 'B2B', 'DevOps']",[],False,False,False,Summer 2025,Active,"['B2B', 'Engineering, Product and Design']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/sentinel,https://yc-oss.github.io/api/batches/summer-2025/sentinel.json,https://www.ycombinator.com/companies/sentinel
30637,Design Arena,design-arena,[],https://bookface-images.s3.amazonaws.com/small_logos/7d8ed7b9922cd71ce20920968c5cf25934ce4ad1.png,https://www.designarena.ai/,"San Francisco, CA, USA",,World's largest crowdsourced benchmark for AI-generated design,3.0,Consumer,Unspecified,1753857560,"['Artificial Intelligence', 'Design', 'Crowdsourcing']",[],False,False,False,Summer 2025,Active,['Consumer'],"['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/design-arena,https://yc-oss.github.io/api/batches/summer-2025/design-arena.json,https://www.ycombinator.com/companies/design-arena
30640,Monarcha,monarcha,[],https://bookface-images.s3.amazonaws.com/small_logos/034888ab143a441ea743ea81e2251a44e18362e3.png,https://monarcha.ai,"San Francisco, CA, USA","Monarcha is an AI-powered geospatial platform that turns natural language into spatial analysis, styling, and workflows with no GIS expertise required. It connects to your data, understands context, and can runs 50+ spatial tools instantly on the map.",The AI GIS Platform ,2.0,B2B,B2B,1753222195,"['Geographic Information System', 'B2B', 'AI']",[],False,False,False,Summer 2025,Active,['B2B'],"['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/monarcha,https://yc-oss.github.io/api/batches/summer-2025/monarcha.json,https://www.ycombinator.com/companies/monarcha
30642,Orange Slice,orange-slice,[],https://bookface-images.s3.amazonaws.com/small_logos/9a35549672464ddd96cd4caea3ef725e10f03c19.png,https://orangeslice.ai,"San Francisco, CA, USA","Orange Slice uses AI agents to crawl the internet for signals/firmographic data that help sales teams find high-intent prospects by continuously monitoring the internet for buying signals and firmographic changes.

Our agents scan millions of data sources - including company websites, news articles, job postings, press releases, and social media - to detect meaningful events such as leadership changes, product launches, funding rounds, hiring trends, and more. These insights are transformed into actionable sales signals that indicate a company’s likelihood to purchase your product.

With Orange Slice, revenue teams can prioritize outreach, personalize messaging, and dramatically improve conversion rates by engaging the right accounts at the right time - based on what’s actually happening, not just static firmographics.",AI agents that find you customers who already want to buy,2.0,B2B,B2B -> Sales,1751662616,"['Artificial Intelligence', 'SaaS', 'B2B', 'Sales', 'Sales Enablement']",[],False,False,False,Summer 2025,Active,"['B2B', 'Sales']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/orange-slice,https://yc-oss.github.io/api/batches/summer-2025/orange-slice.json,https://www.ycombinator.com/companies/orange-slice
30644,Herdora,herdora,[],https://bookface-images.s3.amazonaws.com/small_logos/b4c71ece046811452b38f77a8c1c6661fdc19925.png,https://www.herdora.com,"San Francisco, CA, USA","We built Herdora for every team that can't afford a GPU optimization expert. Herdora takes your janky PyTorch, writes optimized kernels for it in seconds, and keeps them tuned in production. It monitors your inference workloads, catches inefficiencies, and fixes them automatically. You keep shipping fast. Herdora makes it run fast. No CUDA knowledge required.",Cursor for CUDA,2.0,B2B,"B2B -> Engineering, Product and Design",1751530242,"['Developer Tools', 'AI']",[],False,False,False,Summer 2025,Active,"['B2B', 'Engineering, Product and Design']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/herdora,https://yc-oss.github.io/api/batches/summer-2025/herdora.json,https://www.ycombinator.com/companies/herdora
30646,Qualify.bot,qualify-bot,[],https://bookface-images.s3.amazonaws.com/small_logos/ceffd4f572173f3b351bfe31078aa9baee60955e.png,https://www.qualify.bot/,"San Francisco, CA, USA","Qualify.bot helps commercial lenders and loan brokers process business loan applications with 4x higher conversion rates. Our AI voice calls eliminates 8+ hours of manual work per loan, from lead qualification to document collection & follow-ups.",AI phone agents for Commercial Lending ,2.0,B2B,B2B -> Finance and Accounting,1753843448,"['Fintech', 'Generative AI', 'SaaS', 'B2B', 'Conversational AI']",[],False,False,False,Summer 2025,Active,"['B2B', 'Finance and Accounting']","['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/qualify-bot,https://yc-oss.github.io/api/batches/summer-2025/qualify-bot.json,https://www.ycombinator.com/companies/qualify-bot
30647,Cyberdesk,cyberdesk,[],https://bookface-images.s3.amazonaws.com/small_logos/3d9c2d052831ff87cd795bb52b99c031e59ac069.png,https://www.cyberdesk.io,"San Francisco, CA, USA","Cyberdesk is the computer use agent for developers to automate legacy Windows apps. 

We've designed our agent to follow memorized steps reliably, while falling back to computer use models during unexpected popups. Customers in healthcare, finance, and more are using our agent to automate EHRs, accounting apps, and other legacy apps.

We’d love to talk with you!
https://cal.com/mahmoud-al-madi-klrs5s/30min",The computer use agent for developers to automate Windows apps,2.0,B2B,B2B -> Infrastructure,1749659433,"['Artificial Intelligence', 'Developer Tools', 'Workflow Automation']",[],False,False,False,Summer 2025,Active,"['B2B', 'Engineering, Product and Design']","['United States of America', 'America / Canada']",Early,False,False,,True,https://www.ycombinator.com/companies/cyberdesk,https://yc-oss.github.io/api/batches/summer-2025/cyberdesk.json,https://www.ycombinator.com/companies/cyberdesk
30648,Janet AI,tryjanet,['MeetingToCode'],https://bookface-images.s3.amazonaws.com/small_logos/00eb0a0f3a1d2e114523331a618501c6336a1b3f.png,https://tryjanet.ai,"San Francisco, CA, USA","Big companies are drowning in Jira tickets. They get hundreds if not thousands of reported issues monthly—most never read by anyone who understands the whole system. De-duping is a chore. Related issues get filed twenty times under different teams. The result: teams spend hundreds of hours just figuring out what the most important items are, before they can even start fixing them.

Janet AI is the AI-native ticket triage and management layer for Jira.

Janet AI watches every incoming ticket and immediately compares it to everything that’s come before. It builds a knowledge graph: which tickets look like the same underlying bug, which roll up into the same component failure, which issues share the same root cause. With this, it surfaces duplicate or related issues, auto-detects fixes mentioned in these related tickets, and identifies those that matter most.

Because the data’s structured, useful questions become instantly answerable using the Janet AI Chat Agent's contextual intelligence. “What are the highest priority login bugs hitting enterprise customers running version X?” “How should I fix issue PROJ-123?” “What are the most critical issues related to PROJ-456 and how should I prioritize these?”

Several multi‑billion‑dollar enterprises are already in talks with Janet AI to reduce the manual work involved in managing tickets at scale.

Interested? Check out our tryjanet.ai to watch our demo, book a call, and get started with a free Proof of Concept on your Jira tickets!",The AI-Native Ticket Triage and Management Layer for Jira,2.0,B2B,B2B,1752861520,"['Artificial Intelligence', 'SaaS', 'B2B', 'DevOps']",[],False,False,False,Summer 2025,Active,['B2B'],"['United States of America', 'America / Canada']",Early,False,False,,False,https://www.ycombinator.com/companies/tryjanet,https://yc-oss.github.io/api/batches/summer-2025/tryjanet.json,https://www.ycombinator.com/companies/tryjanet
30650,Imprezia,imprezia,[],https://bookface-images.s3.amazonaws.com/small_logos/dcf816765d47aaccb81f4306b7dcf298ccb8337e.png,https://imprezia.ai,"San Francisco, CA, USA",The first advertising infrastructure designed specifically for AI apps. Seamlessly integrate contextual brands & products that enhance user experience while generating revenue to pay the inference bills.,The World's First AI-Native Ad Network.,1.0,B2B,B2B -> Infrastructure,1753378295,"['Artificial Intelligence', 'Generative AI', 'B2B', 'Advertising', 'Conversational AI']",[],False,False,False,Summer 2025,Active,"['B2B', 'Infrastructure']","['United States of America', 'America / Canada']",Early,False,False,,True,https://www.ycombinator.com/companies/imprezia,https://yc-oss.github.io/api/batches/summer-2025/imprezia.json,https://www.ycombinator.com/companies/imprezia
